query_id,group,payload_digest,source_ref
enron_full_433823,exact_ref,,
enron_full_434515,exact_ref,,
enron_full_434661,exact_ref,,
enron_full_435743,exact_ref,,
enron_full_436019,no_exact_ref,,
enron_full_436309,no_exact_ref,,
enron_full_436431,no_exact_ref,,
enron_full_436454,no_exact_ref,,
enron_full_437873,exact_ref,,
enron_full_439573,no_exact_ref,,
enron_full_440276,no_exact_ref,,
enron_full_440707,exact_ref,,
enron_full_441744,exact_ref,,
enron_full_442093,exact_ref,,
enron_full_442322,no_exact_ref,,
enron_full_442524,exact_ref,,
enron_full_442558,exact_ref,,
enron_full_442662,exact_ref,,
enron_full_442954,exact_ref,,
enron_full_443309,exact_ref,,
enron_full_443772,exact_ref,,
enron_full_444240,exact_ref,,
enron_full_445163,no_exact_ref,,
enron_full_445774,exact_ref,,
enron_full_445830,no_exact_ref,,
enron_full_446457,no_exact_ref,,
enron_full_447336,exact_ref,,
enron_full_447596,no_exact_ref,,
enron_full_448246,exact_ref,,
enron_full_448315,no_exact_ref,,
enron_full_448897,exact_ref,,
enron_full_449771,no_exact_ref,,
enron_full_450293,exact_ref,,
enron_full_450584,no_exact_ref,,
enron_full_451624,exact_ref,,
enron_full_451708,exact_ref,,
enron_full_451980,no_exact_ref,,
enron_full_452075,exact_ref,,
enron_full_452624,exact_ref,,
enron_full_452665,exact_ref,,
enron_full_453158,exact_ref,,
enron_full_453577,exact_ref,,
enron_full_455974,no_exact_ref,,
enron_full_456283,no_exact_ref,,
enron_full_458074,no_exact_ref,,
enron_full_458660,no_exact_ref,,
enron_full_459917,no_exact_ref,,
enron_full_459959,no_exact_ref,,
enron_full_460573,exact_ref,,
enron_full_461053,exact_ref,,
enron_full_461203,no_exact_ref,,
enron_full_461474,no_exact_ref,,
enron_full_461621,exact_ref,,
enron_full_461648,exact_ref,,
enron_full_461948,exact_ref,,
enron_full_462616,exact_ref,,
enron_full_463151,exact_ref,,
enron_full_463936,exact_ref,,
enron_full_463955,exact_ref,,
enron_full_463976,exact_ref,,
enron_full_465574,exact_ref,,
enron_full_466018,exact_ref,,
enron_full_466387,exact_ref,,
enron_full_466533,exact_ref,,
enron_full_466708,exact_ref,,
enron_full_467278,exact_ref,,
enron_full_467576,exact_ref,,
enron_full_467913,exact_ref,,
enron_full_468001,exact_ref,,
enron_full_468241,exact_ref,,
enron_full_468948,exact_ref,,
enron_full_469104,exact_ref,,
enron_full_469441,exact_ref,,
enron_full_470510,exact_ref,,
enron_full_471172,exact_ref,,
enron_full_472398,exact_ref,,
enron_full_473353,exact_ref,,
enron_full_473987,no_exact_ref,,
enron_full_474902,exact_ref,,
enron_full_476646,exact_ref,,
enron_full_476866,exact_ref,,
enron_full_476952,exact_ref,,
enron_full_478933,no_exact_ref,,
enron_full_479947,no_exact_ref,,
enron_full_480468,no_exact_ref,,
enron_full_480848,exact_ref,,
enron_full_481384,exact_ref,,
enron_full_481691,exact_ref,,
enron_full_481940,exact_ref,,
enron_full_482039,exact_ref,,
enron_full_482398,no_exact_ref,,
enron_full_482679,no_exact_ref,,
enron_full_482700,exact_ref,,
enron_full_482778,exact_ref,,
enron_full_482919,exact_ref,,
enron_full_483941,exact_ref,,
enron_full_484013,exact_ref,,
enron_full_485161,exact_ref,,
enron_full_485319,exact_ref,,
enron_full_485507,no_exact_ref,,
enron_full_485652,no_exact_ref,,
enron_full_485802,no_exact_ref,,
enron_full_486590,exact_ref,,
enron_full_486718,exact_ref,,
enron_full_487009,no_exact_ref,,
enron_full_487095,no_exact_ref,,
enron_full_487221,exact_ref,,
enron_full_488455,no_exact_ref,,
enron_full_488704,no_exact_ref,,
enron_full_489126,no_exact_ref,,
enron_full_490171,no_exact_ref,,
enron_full_490913,exact_ref,,
enron_full_491597,exact_ref,,
enron_full_491993,no_exact_ref,,
enron_full_492310,no_exact_ref,,
enron_full_492624,exact_ref,,
enron_full_492762,no_exact_ref,,
enron_full_493081,no_exact_ref,,
enron_full_493173,no_exact_ref,,
enron_full_494836,no_exact_ref,,
enron_full_495207,no_exact_ref,,
enron_full_496303,no_exact_ref,,
enron_full_497180,exact_ref,,
enron_full_498346,no_exact_ref,,
enron_full_498425,exact_ref,,
enron_full_498832,exact_ref,,
enron_full_499190,exact_ref,,
enron_full_499335,exact_ref,,
enron_full_500125,exact_ref,,
enron_full_500480,exact_ref,,
enron_full_500856,exact_ref,,
enron_full_501389,exact_ref,,
enron_full_501995,no_exact_ref,,
enron_full_503996,no_exact_ref,,
enron_full_504214,no_exact_ref,,
enron_full_504672,exact_ref,,
enron_full_506077,no_exact_ref,,
enron_full_506313,no_exact_ref,,
enron_full_506691,no_exact_ref,,
enron_full_506951,no_exact_ref,,
enron_full_508297,exact_ref,,
enron_full_508633,no_exact_ref,,
enron_full_509309,exact_ref,,
enron_full_509898,exact_ref,,
enron_full_511005,exact_ref,,
enron_full_513543,no_exact_ref,,
enron_full_513857,exact_ref,,
enron_full_514823,no_exact_ref,,
enron_full_514984,exact_ref,,
enron_full_515092,no_exact_ref,,
enron_full_515627,no_exact_ref,,
enron_full_515714,no_exact_ref,,
enron_full_516032,exact_ref,,
enron_full_516843,no_exact_ref,,
enron_full_516871,no_exact_ref,,
